Temperature,SsWT,SsWT,SsWT,I45A/S70A,I45A/S70A,I45A/S70A,SsWT,SsWT,SsWT,I45A/S70A,I45A/S70A,I45A/S70A,I45A,I45A,I45A,I45A/M73A,I45A/M73A,I45A/M73A,I45A,I45A,I45A,I45A/M73A,I45A/M73A,I45A/M73A,I45K,I45K,I45K,I45K/S70A,I45K/S70A,I45K/S70A,I45K,I45K,I45K,I45K/S70A,I45K/S70A,I45K/S70A,S70A,S70A,S70A,I45K/I107A,I45K/I107A,I45K/I107A,S70A,S70A,S70A,I45K/I107A,I45K/I107A,I45K/I107A,M73A,M73A,M73A,M73A/I107K,M73A/I107K,M73A/I107K,M73A,M73A,M73A,M73A/I107K,M73A/I107K,M73A/I107K,I107A,I107A,I107A,I45K/I107K,I45K/I107K,I45K/I107K,I107A,I107A,I107A,I45K/I107K,I45K/I107K,I45K/I107K,I107K,I107K,I107K,S70A/I107K,S70A/I107K,S70A/I107K,I107K,I107K,I107K,S70A/I107K,S70A/I107K,S70A/I107K,dye only,dye only,dye only,buffer ,buffer ,buffer ,dye only,dye only,dye only,buffer,buffer,buffer
90.5,156.2696496,160.3108809,163.5995399,293.8176714,227.0036603,188.1949213,121.9534901,231.252383,222.0521501,170.8123381,83.99567843,226.4717086,193.5317876,257.4588425,178.0371601,239.2376263,222.4817282,268.899503,318.4840901,252.8598751,298.7639826,255.478158,186.5219184,173.983397,184.2000826,232.2520122,159.0591553,249.3043192,304.9407951,236.2713433,253.8277614,308.0135957,264.7164418,234.7761883,278.1786503,192.4426893,253.0620965,197.7819205,165.0309974,210.1510849,194.8482452,244.6894337,288.0509124,275.423702,200.6314127,329.7845949,213.1530178,183.6378077,177.6171065,168.3347483,163.8180931,251.7852039,238.7668766,328.5821522,252.3389127,230.5481116,219.0266008,314.9013226,210.9211111,213.4297129,211.7703724,219.1778649,210.4033374,277.0228675,322.3120633,222.4109671,338.1578466,266.7201378,210.1313712,287.4026307,306.582566,195.0524122,210.2620827,175.2842739,171.3512231,224.212284,237.7898035,249.5456237,227.524515,277.065985,210.4603882,363.7034167,208.4420132,220.2926249,7.500212546,9.186258435,8.239248195,6.989110576,7.406729576,7.138435111,8.64857122,10.18542115,9.437259936,8.210360091,5.948451815,7.623614282
91,151.1770094,155.897196,159.1352735,298.1170106,221.2786871,170.5680628,96.24626366,229.1487756,219.3849193,151.971033,67.09981053,221.6852658,188.0547256,254.8157332,175.1380224,233.5536276,215.796329,272.1739017,315.7974268,261.273762,293.9697758,267.2897335,180.0015069,167.5345929,179.3899779,229.6337783,153.4500201,243.1569942,305.4409022,230.6569528,246.5008519,309.8078943,266.4337343,228.3541475,283.8704684,184.7128479,255.054297,192.6138726,160.1576943,203.9836926,188.909553,241.6767959,292.2341809,274.4384454,194.4564284,327.133075,205.9524723,177.9489253,173.0795745,164.1073085,158.4229731,244.0288288,236.5070938,337.5144824,245.3416785,223.0051102,212.7424617,319.3758174,205.1583994,207.2491715,202.7952761,218.3635273,204.9246859,299.733235,316.7860418,215.7378762,335.1859679,267.7539752,203.8318056,289.9363044,308.9775575,188.9697237,203.7288135,169.9869044,169.3173336,218.2544226,229.6839894,253.5277724,220.6470296,280.2521782,199.3257373,364.9508865,201.6258532,214.5166945,8.042105721,9.277891308,8.185364084,7.633362735,7.2060657,7.491285335,8.855441279,10.06888493,9.231154863,7.778605481,6.440576707,8.263027187
91.5,146.3625768,151.7055976,154.6673876,301.6892687,215.7863422,149.4576198,72.5955433,230.9923938,220.3435172,128.9715021,54.75479654,213.2375526,182.3499124,253.8240954,171.0138867,227.2208602,208.6691737,275.8297185,312.1808681,271.8963359,290.1068731,281.4274342,173.4341648,160.1334044,173.6603724,227.4358506,147.5048167,236.4273242,305.4719084,224.6296486,238.6263543,308.4647072,267.6832629,221.4024241,286.3180505,178.0313321,258.4791917,189.8713082,157.8861743,197.4845012,182.0132285,234.5817571,295.9709945,271.12079,188.155185,325.4032954,198.0111828,172.0585101,168.7906425,159.8286208,155.1004322,235.4684569,236.2236537,347.9894617,238.5893255,214.5291147,205.4327108,324.6177673,198.6507442,200.6047916,192.9405259,219.3836981,193.8799596,323.8561644,292.4045513,208.3777269,328.9526641,269.6651702,197.3026006,292.8354157,312.0620837,182.6486492,194.9251691,164.1954948,167.4931998,210.5134447,220.5388854,256.9764342,213.3047558,284.1395602,182.722582,365.5438254,194.3480361,209.4972373,8.776685442,9.995196022,8.803807812,7.94580586,7.447760361,7.852491955,9.435560112,9.689697833,9.187424687,7.556162032,7.186775079,8.649248745
92,142.4368068,148.4870859,151.722552,307.5685484,213.7155764,128.4787769,54.64485589,236.5999208,224.8362601,105.7232833,46.84900005,203.7881964,178.8896826,256.1549136,167.7368061,223.6454497,202.8001632,280.6281176,310.4392733,285.4382125,289.2097531,301.6388689,168.7025759,154.5641349,169.8450865,226.9407113,145.8689776,232.9525099,308.8646969,221.2355152,232.7120862,308.0336746,270.571659,216.4403645,289.6592704,173.801567,265.6665769,191.2945952,156.0152109,193.545563,177.2740523,228.022394,299.9645052,271.7432071,183.3645469,329.0550531,192.2892748,168.5397371,165.6669539,158.949038,153.5163747,228.7597033,235.2266221,360.6680829,234.6839924,209.0825012,200.0752464,332.2067376,193.8597708,195.4040384,185.1144303,222.7455386,183.9195883,352.7425146,277.6255856,202.7189807,320.7201521,264.7151118,193.2925915,298.1887157,311.166247,177.8466667,190.1289877,159.8757157,164.1779644,204.8520801,212.5320017,262.5473916,208.2965262,291.3264891,165.5021058,363.7629255,189.549371,205.8903456,9.204632993,10.48145247,9.447086711,8.087879852,7.882045299,8.457327616,9.77197901,9.370159056,9.253727191,7.933221972,7.570511874,9.214021633
92.5,140.3465715,146.0249312,150.1451627,314.8913228,212.9343763,108.909166,40.84962617,245.0250744,232.2758977,85.88634582,41.38973299,194.4268868,177.5313796,261.307661,164.7608679,227.3804225,199.4731316,286.0568791,310.9411126,299.1014329,289.9642556,289.9722251,166.2112169,150.9530685,167.6977028,227.7786097,146.3888068,231.5637649,315.7411149,220.6252906,229.3362243,306.2989793,274.569741,213.1346349,271.9393361,171.5815831,267.4977899,199.8518568,155.3441064,192.1059715,178.628645,223.3962206,302.6553551,255.4606534,180.4945844,323.78103,188.7918316,167.1740398,165.5021432,158.7118991,151.8324901,225.7814248,229.4413496,377.8019064,233.4140955,206.8451532,198.9032211,319.5057942,190.9118845,191.6097435,179.7227622,235.6242627,182.1775137,373.7362967,271.205758,199.9417334,310.2498891,242.449429,191.4519674,301.2046255,301.8794743,175.693011,187.7762424,156.4753044,162.5838622,202.1615137,212.5166519,271.0021367,205.2672456,302.197704,149.0703841,352.8119134,187.5447492,204.4215592,8.992141468,9.715310072,9.652673172,8.653447593,8.255370874,9.050459089,10.37776764,9.838680828,9.626977279,8.202799171,8.347878348,9.619443699
93,138.7028369,143.9583003,148.7519273,322.2828386,211.9674895,93.40251957,29.57824873,252.5792639,243.0667986,70.71985815,35.8492413,186.4773406,176.6289124,267.9627944,159.927517,231.8660536,196.4988403,290.9870521,311.6457825,311.3151847,291.0912783,266.1391445,164.0068057,147.8562102,165.0426456,228.7286154,149.1197097,229.060396,322.8487746,219.7339295,225.6505335,301.0250872,277.2594963,210.1004128,246.7449583,170.3825494,266.8330162,210.4473255,159.9287282,191.2967191,180.7563486,219.179694,302.6872449,233.3717977,178.5974846,317.4172714,185.7104973,165.508868,166.1302312,157.0729764,150.5830277,222.6574639,222.3614851,394.2542133,233.3759848,204.5107668,197.7614335,298.7005,187.795477,188.1322593,174.3032171,246.6944429,181.7996966,366.9178148,268.319572,197.4484603,297.5979677,212.7959785,189.6640593,301.8693017,288.3365709,173.5455836,185.7278044,153.1884129,161.3421357,198.2145475,214.4872283,282.3216952,202.4886773,313.1326624,129.6892143,338.673277,185.8265415,203.8362937,9.080900725,9.626015765,10.51406061,8.9823584,8.937510655,9.586525495,11.35779307,10.48945145,10.35630314,8.40762059,9.188702519,9.466043212
93.5,137.2813181,142.7819538,146.4280981,325.9204999,210.8547922,81.28409474,20.40366885,257.6575976,255.3102483,56.88207208,27.27226832,176.6688591,174.9683473,275.889928,156.9566355,251.2693289,192.9868178,294.4092469,312.5146595,316.0913286,293.0538866,157.524506,161.1905958,145.3212052,163.2768457,229.9845699,154.3652419,226.9156015,334.4292065,220.0479733,221.5605857,288.0994162,281.319855,207.5879201,169.6832094,170.5454463,245.4195242,217.6085022,165.087129,190.6682609,180.1965873,225.4410725,300.3147119,162.8232559,176.8105111,282.9677415,183.1759612,164.7242471,165.7487494,154.4503871,147.7685504,222.7959904,215.6934161,413.9913933,233.9375321,203.3383754,195.8322655,220.33276,184.3243583,184.1035667,169.8443998,243.1482836,183.4066156,335.1801325,277.7091042,194.555556,282.4206918,149.9018925,188.3205895,291.4460055,257.2081776,171.6189895,186.0424443,150.5013756,158.8197899,196.3157099,227.4759035,301.7532334,200.3261212,326.209541,116.9002105,305.1125375,184.0946384,202.69731,8.653661218,9.758587307,11.73046204,9.741337411,9.78878246,9.925639921,12.16649504,11.34433555,11.3336557,8.707181491,10.33513085,9.634115859
94,136.6765673,141.804709,145.1819287,328.3988004,209.8250175,73.86895145,15.07449472,260.1115235,261.0094825,48.77204534,21.72497428,170.5183424,174.2104795,280.3688991,155.8062702,263.6519875,191.3777978,296.0531317,313.2599109,318.6227287,293.6766958,91.02990737,159.7842669,143.9477578,162.74221,230.2898884,157.8604378,226.2822782,341.9587867,220.4975249,219.6018266,280.9256274,283.7275455,206.1573626,122.9958299,170.4467312,232.4530468,223.8843832,165.8687716,190.3649384,181.8851058,229.6762352,298.3844304,120.5670972,175.5902863,261.5743885,181.9345115,164.5590964,166.3641506,153.0257039,145.6423514,223.1934078,208.8749504,425.5526277,234.6727657,203.242109,195.9071912,171.9261271,182.3982183,181.7674756,167.6111995,246.4475967,184.493247,319.7976858,291.4551028,193.3022965,272.8229386,107.9982451,187.7325673,285.0699251,235.5932898,170.5129469,187.1346684,148.4311195,156.833606,195.8715624,236.0152772,312.1479055,199.0680974,334.2538253,110.4867395,282.9726666,183.0681147,201.8551372,8.159171821,9.211650228,12.10844993,10.42215894,10.18743635,10.02077119,12.52808227,12.24815467,12.01168333,8.789419521,10.85163109,9.66354267
94.5,147.6080042,153.5165637,153.9413339,352.1562008,223.8850796,72.29395263,8.445823667,284.4845025,294.0528674,42.42092114,11.9309027,173.4302257,186.3458375,311.0841539,169.1041869,326.1324899,204.4054517,321.1493025,340.0575779,338.055639,319.878575,-135.6149163,169.961305,153.8584187,175.5272078,250.7486927,174.5860217,243.5075992,385.3215536,240.9305704,234.5050856,282.5418534,312.9913872,221.5048408,-19.90204936,185.6014013,198.1584023,246.0124249,183.1039268,205.1765479,195.1256954,268.4140832,318.4814914,-12.03105894,188.811783,202.6890934,195.4154088,178.423319,179.9000336,159.9586158,151.7986188,248.1423666,219.8345497,485.00974,253.2175741,220.414286,211.1354648,26.48661534,194.3012676,192.5369613,179.1590326,252.6592733,204.1813214,290.1217369,331.1080121,207.4200241,280.0837128,16.45334641,202.5452181,282.3161861,205.3822816,184.5331438,203.3886659,158.4077503,169.0503247,213.9302386,286.4065464,364.1244747,214.3608291,376.2259113,119.3471161,247.847705,196.7118133,217.6584592,7.583585411,9.273982483,14.03442564,13.22764869,11.94878904,10.78537369,14.62993813,14.64396086,14.16360216,9.203833607,14.08456437,11.1453421
95,68.0512509,71.07998478,69.48202364,159.6514565,101.6208351,30.86204046,0.89390602,132.2941045,140.6644789,15.47126553,0.588492445,75.26730725,84.77090732,146.556175,78.63712922,170.3501777,93.09911205,148.2120895,157.1988671,151.2849044,148.5345184,-177.8781284,76.98840219,70.12987478,80.76137628,116.4496759,81.73452269,111.6106277,184.2592459,112.2981762,106.7892143,120.0786991,147.1948976,101.6783791,-83.72559207,86.14518957,64.31121923,113.5997099,85.67481323,94.23226329,88.26913786,133.7996235,145.0738149,-75.39580927,86.67724026,53.41495397,89.50767061,82.56790799,82.50457602,71.03740792,67.53335707,118.0072171,100.277006,234.5147347,116.0926995,101.8793184,96.77456877,-65.47584648,88.30429109,86.99364127,81.9198184,107.4852679,96.39496519,108.7199601,157.0375079,94.85861446,123.2884495,-37.16867207,93.15979305,117.0716403,72.71069602,85.34913298,94.09153061,72.38201916,77.71273523,99.75100939,147.4370498,179.7220067,98.53749046,179.4409046,57.05369824,87.47860349,90.07446238,100.0602028,2.937900963,4.148984441,6.983455156,7.024457841,5.940896145,4.894272557,7.270334014,7.190121169,7.018478611,4.096564016,7.589820218,5.593110117
